indicator_id,indicator_label_en
NARA.AGM1.URB.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, male  (%)"
NARA.AGM1.URB.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.URB.Q1,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, both sexes (%)"
NARA.AGM1.URB.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, female (%)"
NARA.AGM1.URB.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, male (%)"
NARA.AGM1.URB.Q2,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, both sexes (%)"
NARA.AGM1.URB.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, female (%)"
NARA.AGM1.URB.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, male (%)"
NARA.AGM1.URB.Q3,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, both sexes (%)"
NARA.AGM1.URB.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, female (%)"
NARA.AGM1.URB.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, male (%)"
NARA.AGM1.URB.Q4,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, both sexes (%)"
NARA.AGM1.URB.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, female (%)"
NARA.AGM1.URB.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, male (%)"
NARA.AGM1.URB.Q5,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, both sexes (%)"
NARA.AGM1.URB.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, female (%)"
NARA.AGM1.URB.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, male (%)"
NARA.AGM1.URB.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted wealth parity index (WPIA)"
NARA.AGM1.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted wealth parity index (WPIA)"
NERA.AGM1.CP,"Adjusted net enrolment rate, one year before the official primary entry age, both sexes (%)"
NERA.AGM1.F.CP,"Adjusted net enrolment rate, one year before the official primary entry age, female (%)"
NERA.AGM1.GPIA.CP,"Adjusted net enrolment rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
NERA.AGM1.M.CP,"Adjusted net enrolment rate, one year before the official primary entry age, male (%)"
OAEPG.1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, both sexes (%)"
OAEPG.1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)"
OAEPG.1.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
OAEPG.1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)"
OAEPG.2.GPV,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, both sexes (%)"
OAEPG.2.GPV.F,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)"
OAEPG.2.GPV.GPIA,"Proportion of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
OAEPG.2.GPV.M,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)"
ODAFLOW.VOLUMESCHOLARSHIP,"Volume of official development assistance flows for scholarships by sector and type of study, constant US$ "
PER.BULLIED.2,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, both sexes (%)"
PER.BULLIED.2.F,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)"
PER.BULLIED.2.GPIA,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, adjusted gender parity index (GPIA)"
PER.BULLIED.2.HIGHSES,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, high socio-economic status, both sexes (%)"
PER.BULLIED.2.LOWSES,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, low socio-economic status, both sexes (%)"
PER.BULLIED.2.M,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)"
PREPFUTURE.2.MATH,"Proportion of children/young people at the age of lower secondary education prepared for the future in mathematics, both sexes (%)"
PREPFUTURE.2.MATH.F,"Proportion of children/young people at the age of lower secondary education prepared for the future in mathematics, female (%)"
PREPFUTURE.2.MATH.GPIA,"Proportion of children/young people at the age of lower secondary education prepared for the future in mathematics, adjusted gender parity index (GPIA)"
PREPFUTURE.2.MATH.M,"Proportion of children/young people at the age of lower secondary education prepared for the future in mathematics, male (%)"
PRYA.12MO.AG15T24,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-24 years old, both sexes (%)"
PRYA.12MO.AG15T24.F,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-24 years old, female (%)"
PRYA.12MO.AG15T24.GPIA,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-24 years old, adjusted gender parity index (GPIA)"
PRYA.12MO.AG15T24.M,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-24 years old, male (%)"
PRYA.12MO.AG15T64,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-64 years old, both sexes (%)"
PRYA.12MO.AG15T64.F,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-64 years old, female (%)"
PRYA.12MO.AG15T64.GPIA,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-64 years old, adjusted gender parity index (GPIA)"
PRYA.12MO.AG15T64.M,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-64 years old, male (%)"
PRYA.12MO.AG25T54,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 25-54 years old, both sexes (%)"
PRYA.12MO.AG25T54.F,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 25-54 years old, female (%)"
PRYA.12MO.AG25T54.GPIA,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 25-54 years old, adjusted gender parity index (GPIA)"
PRYA.12MO.AG25T54.M,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 25-54 years old, male (%)"
PRYA.12MO.AG55T64,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 55-64 years old, both sexes (%)"
PRYA.12MO.AG55T64.M,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 55-64 years old, male (%)"
PTRHC.02.QUALIFIED,Pupil-qualified teacher ratio in pre-primary education (headcount basis)
PTRHC.02.TRAINED,Pupil-trained teacher ratio in pre-primary education (headcount basis)
PTRHC.1.QUALIFIED,Pupil-qualified teacher ratio in primary education (headcount basis)
PTRHC.1.TRAINED,Pupil-trained teacher ratio in primary education (headcount basis)
PTRHC.2.QUALIFIED,Pupil-qualified teacher ratio in lower secondary (headcount basis)
PTRHC.2.TRAINED,Pupil-trained teacher ratio in lower secondary education (headcount basis)
PTRHC.2T3.QUALIFIED,Pupil-qualified teacher ratio in secondary (headcount basis)
PTRHC.2T3.TRAINED,Pupil-trained teacher ratio in secondary education (headcount basis)
PTRHC.3.QUALIFIED,Pupil-qualified teacher ratio in upper secondary (headcount basis)
PTRHC.3.TRAINED,Pupil-trained teacher ratio in upper secondary education (headcount basis)
QUTP.02,"Percentage of qualified teachers in pre-primary education, both sexes (%)"
QUTP.02.F,"Percentage of qualified teachers in pre-primary education, female (%)"
QUTP.02.GPIA,"Proportion of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)"
QUTP.02.M,"Percentage of qualified teachers in pre-primary education, male (%)"
QUTP.1,"Percentage of qualified teachers in primary education, both sexes (%)"
QUTP.1.F,"Percentage of qualified teachers in primary education, female (%)"
QUTP.1.GPIA,"Proportion of qualified teachers in primary education, adjusted gender parity index (GPIA)"
QUTP.1.M,"Percentage of qualified teachers in primary education, male (%)"
QUTP.2,"Percentage of qualified teachers in lower secondary education, both sexes (%)"
QUTP.2.F,"Percentage of qualified teachers in lower secondary education, female (%)"
QUTP.2.GPIA,"Proportion of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)"
QUTP.2.M,"Percentage of qualified teachers in lower secondary education, male (%)"
QUTP.2T3,"Percentage of qualified teachers in secondary education, both sexes (%)"
QUTP.2T3.F,"Percentage of qualified teachers in secondary education, female (%)"
QUTP.2T3.GPIA,"Proportion of qualified teachers in secondary education, adjusted gender parity index (GPIA)"
QUTP.2T3.M,"Percentage of qualified teachers in secondary education, male (%)"
QUTP.3,"Percentage of qualified teachers in upper secondary education, both sexes (%)"
QUTP.3.F,"Percentage of qualified teachers in upper secondary education, female (%)"
QUTP.3.GPIA,"Proportion of qualified teachers in upper secondary education, adjusted gender parity index (GPIA)"
QUTP.3.M,"Percentage of qualified teachers in upper secondary education, male (%)"
RESDISADVPOP,Existence of funding mechanisms to reallocate education resources to disadvantaged populations
ROFST.1.CP,"Out-of-school rate for children of primary school age, both sexes (%)"
ROFST.1.F.CP,"Out-of-school rate for children of primary school age, female (%)"
ROFST.1.GPIA.CP,"Out-of-school rate for children of primary school age, adjusted gender parity index (GPIA)"
ROFST.1.M.CP,"Out-of-school rate for children of primary school age, male (%)"
ROFST.1T2.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)"
ROFST.1T2.F.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)"
ROFST.1T2.GPIA.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, adjusted gender parity index (GPIA)"
ROFST.1T2.M.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)"
ROFST.1T3.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)"
ROFST.1T3.F.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)"
ROFST.1T3.GPIA.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.1T3.M.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)"
ROFST.2.CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)"
ROFST.2.F.CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)"
ROFST.2.M.CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)"
ROFST.2T3.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)"
ROFST.2T3.F.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)"
ROFST.2T3.GPIA.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.2T3.M.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)"
ROFST.3.CP,"Out-of-school rate for youth of upper secondary school age, both sexes (%)"
ROFST.3.F.CP,"Out-of-school rate for youth of upper secondary school age, female (%)"
ROFST.3.GPIA.CP,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.3.M.CP,"Out-of-school rate for youth of upper secondary school age, male (%)"
ROFST.AGM1.CP,"Out-of-school rate for children one year younger than official primary entry age, both sexes (%)"
ROFST.AGM1.F.CP,"Out-of-school rate for children one year younger than official primary entry age, female (%)"
ROFST.AGM1.GPIA.CP,"Out-of-school rate for children one year younger than official age, adjusted gender parity index (GPIA)"
ROFST.AGM1.M.CP,"Out-of-school rate for children one year younger than official primary entry age, male (%)"
ROFST.H.1,"Out-of-school rate for children of primary school age, both sexes (household survey data) (%)"
ROFST.H.1.F,"Out-of-school rate for children of primary school age, female (household survey data) (%)"
ROFST.H.1.F.LPIA,"Out-of-school rate for children of primary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.F.WPIA,"Out-of-school rate for children of primary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.GPIA,"Out-of-school rate for children of primary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.LPIA,"Out-of-school rate for children of primary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M,"Out-of-school rate for children of primary school age, male (household survey data) (%)"
ROFST.H.1.M.LPIA,"Out-of-school rate for children of primary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M.WPIA,"Out-of-school rate for children of primary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.Q1,"Out-of-school rate for children of primary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q1.F,"Out-of-school rate for children of primary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.1.Q1.F.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q1.GPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q1.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q1.M,"Out-of-school rate for children of primary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.1.Q1.M.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2,"Out-of-school rate for children of primary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q2.F,"Out-of-school rate for children of primary school age, second quintile, female (household survey data) (%)"
ROFST.H.1.Q2.F.LPIA,"Out-of-school rate for children of primary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2.GPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q2.LPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2.M,"Out-of-school rate for children of primary school age, second quintile, male (household survey data) (%)"
ROFST.H.1.Q2.M.LPIA,"Out-of-school rate for children of primary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3,"Out-of-school rate for children of primary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q3.F,"Out-of-school rate for children of primary school age, middle quintile, female (household survey data) (%)"
ROFST.H.1.Q3.F.LPIA,"Out-of-school rate for children of primary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3.GPIA,"Out-of-school rate for children of primary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q3.LPIA,"Out-of-school rate for children of primary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3.M,"Out-of-school rate for children of primary school age, middle quintile, male (household survey data) (%)"
ROFST.H.1.Q3.M.LPIA,"Out-of-school rate for children of primary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4,"Out-of-school rate for children of primary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q4.F,"Out-of-school rate for children of primary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.1.Q4.F.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4.GPIA,"Out-of-school rate for children of primary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q4.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4.M,"Out-of-school rate for children of primary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.1.Q4.M.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5,"Out-of-school rate for children of primary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q5.F,"Out-of-school rate for children of primary school age, richest quintile, female (household survey data) (%)"
ROFST.H.1.Q5.F.LPIA,"Out-of-school rate for children of primary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5.GPIA,"Out-of-school rate for children of primary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q5.LPIA,"Out-of-school rate for children of primary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5.M,"Out-of-school rate for children of primary school age, richest quintile, male (household survey data) (%)"
ROFST.H.1.Q5.M.LPIA,"Out-of-school rate for children of primary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.RUR,"Out-of-school rate for children of primary school age, rural, both sexes (household survey data) (%)"
ROFST.H.1.RUR.F,"Out-of-school rate for children of primary school age, rural, female (household survey data) (%)"
ROFST.H.1.RUR.F.WPIA,"Out-of-school rate for children of primary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.RUR.GPIA,"Out-of-school rate for children of primary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.M,"Out-of-school rate for children of primary school age, rural, male (household survey data) (%)"
ROFST.H.1.RUR.M.WPIA,"Out-of-school rate for children of primary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.RUR.Q1,"Out-of-school rate for children of primary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q1.F,"Out-of-school rate for children of primary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q1.M,"Out-of-school rate for children of primary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q2,"Out-of-school rate for children of primary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q2.F,"Out-of-school rate for children of primary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q2.M,"Out-of-school rate for children of primary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q3,"Out-of-school rate for children of primary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q3.F,"Out-of-school rate for children of primary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q3.M,"Out-of-school rate for children of primary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q4,"Out-of-school rate for children of primary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q4.F,"Out-of-school rate for children of primary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q4.M,"Out-of-school rate for children of primary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q5,"Out-of-school rate for children of primary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q5.F,"Out-of-school rate for children of primary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q5.M,"Out-of-school rate for children of primary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.1.RUR.WPIA,"Out-of-school rate for children of primary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB,"Out-of-school rate for children of primary school age, urban, both sexes (household survey data) (%)"
ROFST.H.1.URB.F,"Out-of-school rate for children of primary school age, urban, female (household survey data) (%)"
ROFST.H.1.URB.F.WPIA,"Out-of-school rate for children of primary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB.GPIA,"Out-of-school rate for children of primary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.M,"Out-of-school rate for children of primary school age, urban, male (household survey data) (%)"
ROFST.H.1.URB.M.WPIA,"Out-of-school rate for children of primary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB.Q1,"Out-of-school rate for children of primary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q1.F,"Out-of-school rate for children of primary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q1.M,"Out-of-school rate for children of primary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q2,"Out-of-school rate for children of primary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q2.F,"Out-of-school rate for children of primary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q2.M,"Out-of-school rate for children of primary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q3,"Out-of-school rate for children of primary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q3.F,"Out-of-school rate for children of primary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q3.M,"Out-of-school rate for children of primary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q4,"Out-of-school rate for children of primary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q4.F,"Out-of-school rate for children of primary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q4.M,"Out-of-school rate for children of primary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q5,"Out-of-school rate for children of primary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q5.F,"Out-of-school rate for children of primary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q5.M,"Out-of-school rate for children of primary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.1.URB.WPIA,"Out-of-school rate for children of primary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.WPIA,"Out-of-school rate for children of primary school age, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2,"Out-of-school rate for adolescents of lower secondary school age, both sexes (household survey data) (%)"
ROFST.H.2.F,"Out-of-school rate for adolescents of lower secondary school age, female (household survey data) (%)"
ROFST.H.2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.M,"Out-of-school rate for adolescents of lower secondary school age, male (household survey data) (%)"
ROFST.H.2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.Q1,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.2.Q1.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q1.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.2.Q1.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2,"Out-of-school rate for adolescents of lower secondary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female (household survey data) (%)"
ROFST.H.2.Q2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male (household survey data) (%)"
ROFST.H.2.Q2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female (household survey data) (%)"
ROFST.H.2.Q3.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q3.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male (household survey data) (%)"
ROFST.H.2.Q3.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
